PlayerID,Player
1061,Nick Allgeyer
1062,Nick Anderson
1063,Nick Castellanos
1064,Nick Ciuffo
1065,Nick Fortes
1066,Nick Gordon
1067,Nick Heath
1068,Nick Madrigal
1069,Nick Margevicius
1070,Nick Martini
1071,Nick Maton
1072,Nick Mears
1073,Nick Neidert
1074,Nick Nelson
1075,Nick Pivetta
1076,Nick Ramirez
1077,Nick Sandlin
1078,Nick Senzel
1079,Nick Solak
1080,Nick Tropeano
1081,Nick Vincent
1082,Nick Williams
1083,Nick Wittgren
1084,Nicklaus Snyder
1085,Nicky Lopez
1086,Nico Hoerner
1087,Niko Goodrum
1088,Nivaldo Rodriguez
1089,Noah Syndergaard
1090,Nolan Arenado
1091,Nomar Mazara
1092,Noe Ramirez
1093,Odubel Herrera
1094,Oliver Ortega
1095,Oliver Perez
1096,Omar Narvaez
1097,Oneil Cruz
1098,Orlando Arcia
1099,Otto Lopez
1100,Owen Miller
1101,Ozzie Albies
1102,P.J. Higgins
1103,Pablo Lopez
1104,Pablo Reyes
1105,Pablo Sandoval
1106,Packy Naughton
1107,Paolo Espino
1108,Pat Valaika
1109,Patrick Corbin
1110,Patrick Kivlehan
1111,Patrick Mazeika
1112,Patrick Murphy
1113,Patrick Sandoval
1114,Patrick Weigel
1115,Patrick Wisdom
1116,Paul Blackburn
1117,Paul Campbell
1118,Paul DeJong
1119,Paul Fry
1120,Paul Goldschmidt
1121,Paul Sewald
1122,Pavin Smith
1123,Payton Henry
1124,Pedro Avila
1125,Pedro Baez
1126,Pedro Severino
1127,Pedro Strop
1128,Pete Alonso
1129,Pete Fairbanks
1130,Pete Kozma
1131,Peter Lambert
1132,Peter Solomon
1133,Phil Bickford
1134,Phil Gosselin
1135,Phil Maton
1136,Phillip Evans
1137,Phillips Valdez
1138,Pierce Johnson
1139,Preston Guilmet
1140,R.J. Alaniz
1141,Rafael Devers
1142,Rafael Dolis
1143,Rafael Marchan
1144,Rafael Montero
1145,Rafael Ortega
1146,Raimel Tapia
1147,Raisel Iglesias
1148,Ralph Garza
1149,Ramon Laureano
1150,Ramon Rosso
1151,Ramon Urias
1152,Randal Grichuk
1153,Randy Arozarena
1154,Randy Dobnak
1155,Ranger Suarez
1156,Raynel Espinal
1157,Reese McGuire
1158,Reid Detmers
1159,Reiss Knehr
1160,Reiver Sanmartin
1161,Renato Nunez
1162,Rene Rivera
1163,Rex Brothers
1164,Reyes Moronta
1165,Reymin Guduan
1166,Reynaldo Lopez
1167,Rhys Hoskins
1168,Rich Hill
1169,Richard Bleier
1170,Richard Lovelady
1171,Richard Rodriguez
1172,Richie Martin
1173,Riley Adams
1174,Riley O'Brien
1175,Riley Smith
1176,Rio Ruiz
1177,Roansy Contreras
1178,Rob Brantly
1179,Rob Refsnyder
1180,Robbie Grossman
1181,Robbie Ray
1182,Robel Garcia
1183,Robert Dugger
1184,Robert Gsellman
1185,Robert Stephenson
1186,Robert Stock
1187,Roberto Perez
1188,Robinson Chirinos
1189,Rodolfo Castro
1190,Roel Ramirez
1191,Roman Quinn
1192,Romy Gonzalez
1193,Ronald Acuna Jr.
1194,Ronald Bolanos
1195,Ronald Guzman
1196,Ronald Torreyes
1197,Ronnie Dawson
1198,Rony Garcia
1199,Ross Detwiler
1200,Ross Stripling
1201,Rougned Odor
1202,Rowan Wick
1203,Rowdy Tellez
1204,Ryan Borucki
1205,Ryan Brasier
1206,Ryan Buchter
1207,Ryan Burr
1208,Ryan Castellani
1209,Ryan Dorow
1210,Ryan Feltner
1211,Ryan Hartman
1212,Ryan Helsley
1213,Ryan Hendrix
1214,Ryan Jeffers
1215,Ryan LaMarre
1216,Ryan Lavarnway
1217,Ryan McBroom
1218,Ryan McKenna
1219,Ryan McMahon
1220,Ryan Meisinger
1221,Ryan Mountcastle
1222,Ryan O'Hearn
1223,Ryan Pressly
1224,Ryan Sherriff
1225,Ryan Tepera
1226,Ryan Thompson
1227,Ryan Vilade
1228,Ryan Weathers
1229,Ryan Weber
1230,Ryan Yarbrough
1231,Ryan Zimmerman
1232,Ryne Harper
1233,Ryne Stanek
1234,Sal Romano
1235,Salvador Perez
1236,Sam Clay
1237,Sam Coonrod
1238,Sam Haggerty
1239,Sam Hentges
1240,Sam Hilliard
1241,Sam Howard
1242,Sam Long
1243,Sam Moll
1244,Sam Selman
1245,Sandy Alcantara
1246,Sandy Leon
1247,Santiago Espinal
1248,Scott Alexander
1249,Scott Barlow
1250,Scott Blewett
1251,Scott Effross
1252,Scott Heineman
1253,Scott Hurst
1254,Scott Kazmir
1255,Scott Kingery
1256,Scott Schebler
1257,Sean Doolittle
1258,Sean Guenther
1259,Sean Kazmar Jr.
1260,Sean Manaea
1261,Sean Murphy
1262,Sean Newcomb
1263,Sean Nolin
1264,Sean Poppen
1265,Sean Reid-Foley
1266,Sebastian Rivero
1267,Seby Zavala
1268,Seranthony Dominguez
1269,Sergio Alcantara
1270,Sergio Romo
1271,Seth Beer
1272,Seth Brown
1273,Seth Elledge
1274,Seth Frankoff
1275,Seth Lugo
1276,Seth Martinez
1277,Shane Baz
1278,Shane Bieber
1279,Shane Greene
1280,Shane McClanahan
1281,Shaun Anderson
1282,Shawn Armstrong
1283,Shawn Morimando
1284,Shea Spitzbarth
1285,Shed Long Jr.
1286,Shelby Miller
1287,Sheldon Neuse
1288,Shogo Akiyama
1289,Shohei Ohtani
1290,Skye Bolt
1291,Sonny Gray
1292,Spencer Howard
1293,Spencer Patton
1294,Spencer Strider
1295,Spencer Turnbull
1296,Spenser Watkins
1297,Starlin Castro
1298,Starling Marte
1299,Stefan Crichton
1300,Stephen Gonsalves
1301,Stephen Nogosek
1302,Stephen Piscotty
1303,Stephen Ridings
1304,Stephen Strasburg
1305,Stephen Tarpley
1306,Stephen Vogt
1307,Steve Cishek
1308,Steven Brault
1309,Steven Duggar
1310,Steven Matz
1311,Steven Okert
1312,Steven Souza Jr.
1313,Stevie Wilkerson
1314,Stuart Fairchild
1315,T.J. McFarland
1316,T.J. Zeuch
1317,TJ Friedl
1318,Taijuan Walker
1319,Tanner Anderson
1320,Tanner Houck
1321,Tanner Rainey
1322,Tanner Roark
1323,Tanner Scott
1324,Tarik Skubal
1325,Tayler Saucedo
1326,Taylor Clarke
1327,Taylor Davis
1328,Taylor Gushue
1329,Taylor Hearn
1330,Taylor Jones
1331,Taylor Motter
1332,Taylor Rogers
1333,Taylor Trammell
1334,Taylor Walls
1335,Taylor Ward
1336,Taylor Widener
1337,Taylor Williams
1338,Tejay Antone
1339,Teoscar Hernandez
1340,Thairo Estrada
1341,Thomas Eshelman
1342,Thomas Hatch
1343,Thomas Szapucki
1344,Tim Anderson
1345,Tim Hill
1346,Tim Locastro
1347,Tim Lopes
1348,Tim Mayza
1349,Todd Frazier
1350,Tom Murphy
1351,Tommy Edman
1352,Tommy Hunter
1353,Tommy La Stella
1354,Tommy Milone
1355,Tommy Nance
1356,Tommy Pham
1357,Tomas Nido
1358,Tony Gonsolin
1359,Tony Kemp
1360,Tony Santillan
1361,Tony Watson
1362,Tony Wolters
1363,Touki Toussaint
1364,Travis Bergen
1365,Travis Blankenhorn
1366,Travis Jankowski
1367,Travis Lakins Sr.
1368,Travis Shaw
1369,Travis d'Arnaud
1370,Trayce Thompson
1371,Trea Turner
1372,Trent Giambrone
1373,Trent Grisham
1374,Trent Thornton
1375,Tres Barrera
1376,Trevor Bauer
1377,Trevor Cahill
1378,Trevor Hildenberger
1379,Trevor Larnach
1380,Trevor May
1381,Trevor Megill
1382,Trevor Richards
1383,Trevor Rogers
1384,Trevor Stephan
1385,Trevor Story
1386,Trevor Williams
1387,Trey Amburgey
1388,Trey Mancini
1389,Triston McKenzie
1390,Troy Stokes Jr.
1391,Tucker Barnhart
1392,Tucker Davidson
1393,Tucupita Marcano
1394,Ty France
1395,Ty Tice
1396,Tyler Alexander
1397,Tyler Anderson
1398,Tyler Beede
1399,Tyler Chatwood
1400,Tyler Clippard
1401,Tyler Duffey
1402,Tyler Gilbert
1403,Tyler Glasnow
1404,Tyler Ivey
1405,Tyler Kinley
1406,Tyler Ladendorf
1407,Tyler Mahle
1408,Tyler Matzek
1409,Tyler Naquin
1410,Tyler Nevin
1411,Tyler O'Neill
1412,Tyler Payne
1413,Tyler Rogers
1414,Tyler Stephenson
1415,Tyler Wade
1416,Tyler Webb
1417,Tyler Wells
1418,Tyler Zuber
1419,Tylor Megill
1420,Tyrone Taylor
1421,Tzu-Wei Lin
1422,Victor Gonzalez
1423,Victor Reyes
1424,Vidal Brujan
1425,Vimael Machin
1426,Vince Velasquez
1427,Vinny Nittoli
1428,Vladimir Guerrero Jr.
1429,Vladimir Gutierrez
1430,Victor Caratini
1431,Victor Robles
1432,Wade Davis
1433,Wade LeBlanc
1434,Wade Miley
1435,Walker Buehler
1436,Wander Franco
1437,Wander Suero
1438,Wandy Peralta
1439,Webster Rivas
1440,Wes Benjamin
1441,Whit Merrifield
1442,Wil Crowe
1443,Wil Myers
1444,Wilfredo Tovar
1445,Will Craig
1446,Will D. Smith
1447,Will Harris
1448,Will M. Smith
1449,Will Vest
1450,Willi Castro
1451,William Contreras
1452,Willians Astudillo
1453,Willie Calhoun
1454,Willson Contreras
1455,Willy Adames
1456,Wilmer Difo
1457,Wilmer Flores
1458,Wilson Ramos
1459,Wily Peralta
1460,Wyatt Mathisen
1461,Wyatt Mills
1462,Xander Bogaerts
1463,Yacksel Rios
1464,Yadiel Hernandez
1465,Yadier Molina
1466,Yairo Munoz
1467,Yan Gomes
1468,Yandy Diaz
1469,Yasmani Grandal
1470,Yefry Ramirez
1471,Yency Almonte
1472,Yennsy Diaz
1473,Yermin Mercedes
1474,Yimi Garcia
1475,Yoan Lopez
1476,Yohan Ramirez
1477,Yohel Pozo
1478,Yonathan Daza
1479,Yonny Hernandez
1480,Yordan Alvarez
1481,Yoshi Tsutsugo
1482,Yoan Moncada
1483,Yu Chang
1484,Yu Darvish
1485,Yuli Gurriel
1486,Yusei Kikuchi
1487,Yusmeiro Petit
1488,Zac Gallen
1489,Zac Lowther
1490,Zac Rosscup
1491,Zach Davies
1492,Zach Eflin
1493,Zach McKinstry
1494,Zach Plesac
1495,Zach Pop
1496,Zach Reks
1497,Zach Thompson
1498,Zack Britton
1499,Zack Burdi
1500,Zack Collins
1501,Zack Godley
1502,Zack Greinke
1503,Zack Littell
1504,Zack Short
1505,Zack Wheeler
1506,Alex Claudio
1507,Angel Zerpa
1508,Oscar Mercado
1509,Julio Rodriguez
1510,Steven Kwan
1511,Michael Harris II
1512,Adley Rutschman
1513,Jeremy Pena
1514,Brendan Donovan
1515,Oscar Gonzalez
1516,Oswaldo Cabrera
1517,Seiya Suzuki
1518,Riley Greene
1519,Vinnie Pasquantino
1520,Alek Thomas
1521,David Villar
1522,Christopher Morel
1523,Bryson Stott
1524,Corbin Carroll
1525,Jack Suwinski
1526,Nick Allen
1527,Joey Meneses
1528,Jose Miranda
1529,Christian Bethancourt
1530,Sean Bouchard
1531,Gunnar Henderson
1532,Garrett Mitchell
1533,Vaughn Grissom
1534,Mark Mathias
1535,Bobby Witt Jr.
1536,Nate Eaton
1537,Livan Soto
1538,Michael Massey
1539,Nolan Gorman
1540,Charles Leblanc
1541,Gabriel Moreno
1542,Matt Reynolds
1543,Kerry Carpenter
1544,Ji Hwan Bae
1545,MJ Melendez
1546,Stone Garrett
1547,Oswald Peraza
1548,Will Brennan
1549,Ryan Kreidler
1550,Juan Yepez
1551,Darick Hall
1552,Dalton Guthrie
1553,James Outman
1554,Esteban Quiroz
1555,Dermis Garcia
1556,Drew Waters
1557,Royce Lewis
1558,Alex Call
1559,David Hensley
1560,Sam Huff
1561,Josh H. Smith
1562,Meibrys Viloria
1563,Ben DeLuzio
1564,Dixon Machado
1565,Gabriel Arias
1566,Joe Dunand
1567,Tyler Heineman
1568,Ezequiel Duran
1569,Liover Peguero
1570,Jordan Diaz
1571,CJ Abrams
1572,Jonah Bride
1573,Triston Casas
1574,Mark Kolozsvary
1575,Shea Langeliers
1576,Elehuris Montero
1577,Jose Azocar
1578,Eguy Rosario
1579,Conner Capel
1580,Nolan Jones
1581,Gosuke Katoh
1582,Jared Young
1583,Spencer Steer
1584,Bubba Thompson
1585,Wynton Bernard
1586,Vinny Capra
1587,Josh Jung
1588,Dairon Blanco
1589,Brian O'Keefe
1590,Francisco Alvarez
1591,Michael Stefanic
1592,Mark Appel
1593,Felix Bautista
1594,Matt Brash
1595,Mark Contreras
1596,Jhoan Duran
1597,Rico Garcia
1598,Justin Grimm
1599,Brandon Hughes
1600,Joel Kuhnel
1601,Matthew Liberatore
1602,Penn Murfee
1603,Andrew Nardi
1604,Anderson Severino
1605,Collin Snider
1606,Cory Spangenberg
1607,Jackson Stephens
1608,Alec Burleson
1609,Brandon Dixon
1610,Buddy Kennedy
1611,Nate Mondou
1612,Marcus Wilson
1613,Yusniel Diaz
1614,Jack Larsen
1615,Joe Perez
1616,Terrin Vavra
1617,Jason Krizan
1618,Mickey McDonald
1619,Simon Muzziotti
1620,Terrance Gore
1621,J.J. Matijevic
1622,Logan O'Hoppe
1623,Brian Serven
1624,Canaan Smith-Njigba
1625,Yainer Diaz
1626,Maikel Garcia
1627,Bryan Lavastida
1628,Donny Sands
1629,Jerar Encarnacion
1630,Drew Jackson
1631,Michael Toglia
1632,Matthew Batten
1633,Brewer Hicklen
1634,Jordan Groshans
1635,Nick Plummer
1636,Peyton Burdick
1637,Josh Lester
1638,Kramer Robertson
1639,Brendon Davis
1640,Freddy Fermin
1641,Luis Liberato
1642,Israel Pineda
1643,Rene Pinto
1644,Travis Swaggerty
1645,Rylan Bannon
1646,Miles Mastrobuoni
1647,Bo Naylor
1648,Matt Wallner
1649,Kody Clemens
1650,Narciso Crook
1651,Ford Proctor
1652,Kyle Stowers
1653,Jonathan Aranda
1654,Christian Lopes
1655,Richie Palacios
1656,Nick Pratto
1657,Chris Okey
1658,Mark Vientos
1659,Steele Walker
1660,Carlos Perez
1661,Cody Thomas
1662,Jose Herrera
1663,Dee Strange-Gordon
1664,Tyler Freeman
1665,Ivan Herrera
1666,Brett Baty
1667,Ezequiel Tovar
1668,Aaron Whitefield
1669,Ryan Aguilar
1670,Caleb Hamilton
1671,Cal Stevenson
1672,Will Benson
1673,Cooper Hummel
1674,Bryce Johnson
1675,Michael Siani
1676,Calvin Mitchell
1677,David MacKinnon
1678,Elier Hernandez
1679,Jason Delay
1680,Travis Demeritte
1681,Korey Lee
1682,Lenyn Sosa
1683,Miguel Vargas
1684,Diego A. Castillo
1685,Heliot Ramos
1686,JJ Bleday
1687,Chuckie Robinson
1688,Tim Beckham
1689,Esteury Ruiz
1690,Jermaine Palacios
1691,Nelson Velazquez
1692,Matt Davidson
1693,Jeter Downs
1694,Michael Papierski
1695,Yolmer Sanchez
1696,Lucius Fox
1697,Bligh Madris
1698,Spencer Torkelson
1699,Robinson Cano
1700,Jason Alexander
1701,Cam Alldred
1702,R.J. Alvarez
1703,Victor Arano
1704,Graham Ashcraft
1705,Javier Assad
1706,Michel Baez
1707,Tanner Banks
1708,Manny Banuelos
1709,Luke Bard
1710,Luke Barker
1711,Jalen Beeks
1712,Brayan Bello
1713,Brennan Bernardino
1714,Jake Bird
1715,Ty Blach
1716,Ronel Blanco
1717,Silvino Bracho
1718,Kyle Bradish
1719,Huascar Brazoban
1720,Beau Brieske
1721,Jeff Brigham
1722,Aaron Brooks
1723,Hunter Brown
1724,Brock Burke
1725,Jose Butto
1726,Yennier Cano
1727,Max Castillo
1728,Jose Castillo
1729,Luis F. Castillo
1730,Cade Cavalli
1731,Yonny Chirinos
1732,Mike Clevinger
1733,Fernando Cruz
1734,Jesus Cruz
1735,Jose Cuas
1736,Xzavion Curry
1737,Tyler Cyr
1738,Tyler Danish
1739,Noah Davis
1740,Angel De Jesus
1741,Yerry De Los Santos
1742,Matt Dermody
1743,Alexis Diaz
1744,Phillip Diehl
1745,Kyle Dowdy
1746,Daniel Duarte
1747,Nick Duron
1748,Bryce Elder
1749,Roenis Elias
1750,Robbie Erlin
1751,Anderson Espinoza
1752,Jeremiah Estrada
1753,Alex Faedo
1754,Calvin Faucher
1755,Caleb Ferguson
1756,Matt Festa
1757,Nate Fisher
1758,Jake Fishman
1759,Bowden Francis
1760,Hunter Gaddis
1761,Matt Gage
1762,Luis A. Garcia
1763,Luis H. Garcia
1764,Reed Garrett
1765,Frank German
1766,Ken Giles
1767,Logan Gillaspie
1768,MacKenzie Gore
1769,Trevor Gott
1770,Hunter Greene
1771,Foster Griffin
1772,Michael Grove
1773,DL Hall
1774,Ian Hamilton
1775,Ronny Henriquez
1776,Tommy Henry
1777,Kevin Herget
1778,Jonathan Hernandez
1779,Garrett Hill
1780,Sean Hjelle
1781,Bryan Hoeing
1782,Colin Holderman
1783,Gavin Hollowell
1784,Tyler Holton
1785,Zach Jackson
1786,Drey Jameson
1787,Dany Jimenez
1788,Tommy Kahnle
1789,Trevor Kelley
1790,Zack Kelly
1791,Michael Kelly
1792,Ray Kerr
1793,Caleb Kilian
1794,George Kirby
1795,Matt Koch
1796,Jared Koenig
1797,A.J. Ladwig
1798,Casey Lawrence
1799,Jose Leclerc
1800,Evan Lee
1801,Mark Leiter Jr.
1802,Jacob Lemoine
1803,Brendon Little
1804,Nick Lodolo
1805,Zach Logue
1806,Ron Marinaccio
1807,Parker Markel
1808,Yunior Marte
1809,Adrian Martinez
1810,Nick Martinez
1811,Davis Martin
1812,Kirk McCarty
1813,Easton McGee
1814,David McKay
1815,Daniel Mengden
1816,Max Meyer
1817,Tyson Miller
1818,Bryce Montes de Oca
1819,Francisco Morales
1820,Brian Moran
1821,Cody Morris
1822,Parker Mushinski
1823,James Naile
1824,Ryne Nelson
1825,Cristofer Ogando
1826,Adam Oller
1827,Luis F. Ortiz
1828,Luis L. Ortiz
1829,Nicholas Padilla
1830,Andre Pallante
1831,Ryan Pepiot
1832,Luis Perdomo
1833,Konnor Pilkington
1834,Michael Plassmeyer
1835,Colin Poche
1836,Cole Ragans
1837,Denyi Reyes
1838,Gerardo Reyes
1839,Ethan Roberts
1840,Yerry Rodriguez
1841,Elvin Rodriguez
1842,Dereck Rodriguez
1843,Tommy Romero
1844,Kenny Rosenberg
1845,Bubby Rossman
1846,Norge Ruiz
1847,Connor Sadzeck
1848,Anibal Sanchez
1849,Phoenix Sanders
1850,Cole Sands
1851,Tayler Scott
1852,JP Sears
1853,Cody Sedlock
1854,Chase Silseth
1855,Ethan Small
1856,Chad Smith
1857,Jared Solomon
1858,Bennett Sousa
1859,Locke St. John
1860,Eric Stout
1861,Peter Strzelecki
1862,Robert Suarez
1863,Beau Sulser
1864,Matt Swarmer
1865,Freddy Tarnok
1866,Jackson Tetreault
1867,Zack Thompson
1868,Tyler Thornburg
1869,Tanner Tully
1870,Erich Uelmen
1871,Louie Varland
1872,Drew VerHagen
1873,Justin Verlander
1874,Nick Vespi
1875,Cam Vieaux
1876,Arodys Vizcaino
1877,Cole Waites
1878,Ken Waldichuk
1879,Jake Walsh
1880,Nash Walters
1881,Zack Weiss
1882,Greg Weissert
1883,Joey Wentz
1884,Hayden Wesneski
1885,Collin Wiles
1886,Steven Wilson
1887,Josh Winckowski
1888,Josh Winder
1889,Simeon Woods Richardson
1890,William Woods
1891,Jimmy Yacabonis
1892,Kirby Yates
1893,Danny Young
1894,Aneurys Zabala
1895,Rob Zastryzny
1896,Scott Oberg
1897,Trevor Rosenthal
1898,Blake Cederlind
1899,Helcris Olivarez
1900,Ryan Rolison
1901,James McArthur
1902,Kristian Robinson
1903,Sam Delaplane
1904,Abner Uribe
1905,Alan Busenitz
1906,Alec Marsh
1907,Alek Jacob
1908,Allan Winans
1909,Andre Lipcius
1910,Andrew Abbott
1911,Andrew Saalfrank
1912,Andrew Suarez
1913,Andruw Monasterio
1914,Angel Felipe
1915,Anthony Gonsolin
1916,Anthony Veneziano
1917,Anthony Volpe
1918,Austin Cox
1919,Austin Wells
1920,Ben Lively
1921,Blake Perkins
1922,Blake Rutherford
1923,Blake Sabol
1924,Bobby Miller
1925,Brandon Pfaadt
1926,Brenan Hanifee
1927,Brett Sullivan
1928,Brice Turang
1929,Brock Stewart
1930,Bryan Woo
1931,Bryce Jarvis
1932,Bryce Miller
1933,Casey Schmitt
1934,Ceddanne Rafaela
1935,Chandler Seagle
1936,Chris Murphy
1937,Christian Encarnacion-Strand
1938,CJ Edwards
1939,Cody Bradford
1940,David Fry
1941,Davis Daniel
1942,Declan Cronin
1943,Dominic Canzone
1944,Dominic Fletcher
1945,Drew Millas
1946,Drew Rom
1947,Drew Rucinski
1948,Dylan Covey
1949,Edouard Julien
1950,Elly De La Cruz
1951,Emerson Hancock
1952,Emmet Sheehan
1953,Enmanuel Valdez
1954,Eury Perez
1955,Evan Carter
1956,Everson Pereira
1957,Forrest Wall
1958,Freddy Pacheco
1959,George Soriano
1960,Giovanny Urshela
1961,Grae Kessinger
1962,Grant Hartwig
1963,Guillermo Zuniga
1964,Gus Varland
1965,Ha Seong Kim
1966,Hunter Goodman
1967,Irving Lopez
1968,Isaiah Campbell
1969,JP France
1970,Jackson Rutledge
1971,Jacob Lopez
1972,Jacob Young
1973,Jake Alu
1974,Jake Irvin
1975,Jake Junis
1976,James McArthur
1977,Jasson Dominguez
1978,Jean Carlos Mejia
1979,Jesse Scholtens
1980,Jhony Brito
1981,Jimmy Cordero
1982,Joe Boyle
1983,Joe LaSorsa
1984,Joey Estes
1985,Johan Rojas
1986,John McMillon
1987,Jonathan Bowlan
1988,Jordan Lawlar
1989,Jordan Walker
1990,Jose Caballero
1991,Jose Espada
1992,Jose Fermin
1993,Jose Ferrer
1994,Juniel Querecuto
1995,Justin Martinez
1996,Karl Kauffmann
1997,Keaton Winn
1998,Kodai Senga
1999,Kody Funderburk
2000,Kyle Harrison
2001,Lane Ramsey
2002,Lawrence Butler
2003,Leodys Taveras
2004,Logan Porter
2005,Lucas Erceg
2006,Luis Matos
2007,Luken Baker
2008,Marco Luciano
2009,Masataka Yoshida
2010,Mason Englert
2011,Masyn Winn
2012,Matt Batten
2013,Matt Canterino
2014,Matt Waldron
2015,Matthew Bowman
2016,Michael Soroka
2017,Michael Tonkin
2018,Nick Loftin
2019,Nick Robertson
2020,Orion Kerkering
2021,Parker Meadows
2022,Prelander Berroa
2023,Reese Olson
2024,Robert Garcia
2025,Ronny Mauricio
2026,Ryan Rolison
2027,Ryan Walker
2028,Sal Frelick
2029,Sam Bachman
2030,Sammy Peralta
2031,Scott McGough
2032,Shintaro Fujinami
2033,Steven Cruz
2034,Tanner Bibee
2035,Thad Ward
2036,Thomas Cosgrove
2037,Thyago Vieira
2038,Tommy Doyle
2039,Trey Wingenter
2040,Tristan Beck
2041,Tyler Fitzgerald
2042,Victor Vodnik
2043,Vincent Velasquez
2044,Weston Wilson
2045,Wilking Rodriguez
2046,Xavier Edwards
2047,Zach McAllister
2048,Zach Remillard
2049,Yu-Cheng Chang
2050,Yoshitomo Tsutsugo
2051,Manuel Pina
